@relation pdbbindv2015-weka.filters.unsupervised.attribute.Remove-R1

@attribute	a1	numeric
@attribute	a2	numeric
@attribute	a3	numeric
@attribute	a4	numeric
@attribute	a5	numeric
@attribute	a6	numeric
@attribute	a7	numeric
@attribute	a8	numeric
@attribute	a9	numeric
@attribute	a10	numeric
@attribute	a11	numeric
@attribute	a12	numeric
@attribute	a13	numeric
@attribute	a14	numeric
@attribute	a15	numeric
@attribute	a16	numeric
@attribute	a17	numeric
@attribute	a18	numeric
@attribute	a19	numeric
@attribute	a20	numeric
@attribute	a21	numeric
@attribute	a22	numeric
@attribute	a23	numeric
@attribute	a24	numeric
@attribute	a25	numeric
@attribute	a26	numeric
@attribute	a27	numeric
@attribute	a28	numeric
@attribute	a29	numeric
@attribute	a30	numeric
@attribute	a31	numeric
@attribute	a32	numeric
@attribute	a33	numeric
@attribute	a34	numeric
@attribute	a35	numeric
@attribute	a36	numeric
@attribute	a37	numeric
@attribute	a38	numeric
@attribute	a39	numeric
@attribute	a40	numeric
@attribute	a41	numeric
@attribute	a42	numeric
@attribute	a43	numeric
@attribute	a44	numeric
@attribute	a45	numeric
@attribute	a46	numeric
@attribute	a47	numeric
@attribute	a48	numeric
@attribute	a49	numeric
@attribute	a50	numeric
@attribute	a51	numeric
@attribute	a52	numeric
@attribute	a53	numeric
@attribute	a54	numeric
@attribute	a55	numeric
@attribute	a56	numeric
@attribute	a57	numeric
@attribute	a58	numeric
@attribute	a59	numeric
@attribute	a60	numeric
@attribute	a61	numeric
@attribute	a62	numeric
@attribute	a63	numeric
@attribute	a64	numeric
@attribute	a65	numeric
@attribute	a66	numeric
@attribute	a67	numeric
@attribute	a68	numeric
@attribute	a69	numeric
@attribute	a70	numeric
@attribute	a71	numeric
@attribute	a72	numeric
@attribute	a73	numeric
@attribute	a74	numeric
@attribute	a75	numeric
@attribute	a76	numeric
@attribute	a77	numeric
@attribute	a78	numeric
@attribute	a79	numeric
@attribute	a80	numeric
@attribute	a81	numeric
@attribute	a82	numeric
@attribute	a83	numeric
@attribute	a84	numeric
@attribute	a85	numeric
@attribute	a86	numeric
@attribute	a87	numeric
@attribute	a88	numeric
@attribute	a89	numeric
@attribute	a90	numeric
@attribute	a91	numeric
@attribute	a92	numeric
@attribute	a93	numeric
@attribute	a94	numeric
@attribute	a95	numeric
@attribute	a96	numeric
@attribute	a97	numeric
@attribute	a98	numeric
@attribute	a99	numeric
@attribute	a100	numeric
@attribute	a101	numeric
@attribute	a102	numeric
@attribute	a103	numeric
@attribute	a104	numeric
@attribute	a105	numeric
@attribute	a106	numeric
@attribute	a107	numeric
@attribute	a108	numeric
@attribute	a109	numeric
@attribute	a110	numeric
@attribute	a111	numeric
@attribute	a112	numeric
@attribute	a113	numeric
@attribute	a114	numeric
@attribute	a115	numeric
@attribute	a116	numeric
@attribute	a117	numeric
@attribute	a118	numeric
@attribute	a119	numeric
@attribute	a120	numeric
@attribute	a121	numeric
@attribute	a122	numeric
@attribute	a123	numeric
@attribute	a124	numeric
@attribute	a125	numeric
@attribute	a126	numeric

@attribute energy numeric

@data
8,4,0,2,0,0,0,0,0,5,13,12,12,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,2,1,2,-0.8,88.052,0,37.3,6,0,0,0,0,0,2,9.36,9.36,5.26,3.51,3.51,4.09,4.68,9.36,3.51,4.68,9.36,1.17,1.17,1.17,7.02,6.43,3.51,2.92,4.68,7.6,684,4,12,30458.4,441,89,24,0,4,0,0,0,0,0,30,58,165,16,-4.618
7,3,1,3,0,0,0,0,0,6,13,12,12,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6,4,3,2,-4.5,105.043,0,83.6,7,1,0,0,0,0,1,5.65,5.65,5.65,8.06,0.81,1.21,4.03,8.87,0,10.08,5.65,5.65,2.42,3.23,2.82,6.45,7.66,0.81,4.84,6.05,487,4,2,21484.3,340,32,67,0,3,0,1,0,0,0,29,38,132,15,-4.611
5,6,0,7,0,0,0,0,0,12,17,14,14,9,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,7,1,2,2.4,189.004,-3,141,13,0,0,0,0,0,1,8.56,9.32,1.26,4.28,1.01,4.28,8.56,6.3,4.79,3.53,8.56,1.26,3.02,3.78,5.54,2.52,7.05,2.52,5.04,7.3,2280,6,0,81957.7,1569,159,54,0,0,0,0,0,0,0,74,240,942,42,-4.609
15,8,1,6,0,0,0,0,0,15,30,29,29,14,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,235,6,5,2,-1.7,221.09,0,119,15,5,0,0,0,0,2,9.23,5.01,3.43,6.86,0.53,2.64,7.12,7.39,4.49,5.54,9.23,3.17,3.17,5.8,3.43,6.33,8.44,0.53,2.9,5.28,355,1,0,14919.5,244,0,41,1,1,1,0,0,0,0,21,39,135,4,-4.607
9,5,0,4,0,0,1,0,1,9,18,17,17,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,5,3,4,-1.6,152.048,0,77.8,10,2,0,0,0,0,8,9.85,4.28,2.79,4.65,2.42,5.76,5.58,8.36,2.79,4.09,9.85,3.35,2.42,4.46,5.2,9.11,4.09,1.3,3.16,7.25,1576,3,0,56038.5,1094,78,216,9,6,8,2,0,0,0,76,150,476,27,-4.602
17,18,1,3,0,0,0,0,0,24,41,33,33,16,8,8,0,8,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,332,4,1,5,3.2,295.121,0,55.5,22,0,0,0,0,0,1,6.79,6.52,2.17,6.79,2.45,2.72,7.88,6.79,2.72,4.62,6.79,6.79,2.45,4.62,5.16,6.25,4.35,1.36,3.26,5.71,297,3,0,15740.1,201,6,41,0,1,1,1,0,0,0,23,35,85,3,-4.602
5,6,1,7,1,0,0,0,0,15,20,14,14,9,6,6,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,7,2,2,4.6,234.979,0,138,15,0,0,0,0,0,3,8.8,8.1,4.93,4.93,1.76,7.39,4.93,6.69,1.06,4.23,8.8,3.17,3.87,1.41,3.87,8.45,7.04,0.35,2.82,7.75,279,2,0,12282.5,192,12,39,0,1,3,0,0,0,0,22,33,79,3,-4.602
28,20,4,11,1,3,0,0,0,41,69,58,58,30,11,11,0,11,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,973,15,6,12,-2.6,625.069,1,264,39,1,0,0,0,0,3,15.09,4.56,2.11,6.32,0.88,3.68,3.68,10.18,4.56,5.61,15.09,1.93,2.28,2.81,4.74,4.91,5.09,1.23,1.58,8.07,1108,2,0,36448.1,804,158,14,0,0,0,0,0,0,0,84,152,339,23,-4.602
9,5,1,4,0,0,0,0,0,9,18,16,16,7,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,5,3,4,-2.7,147.053,0,101,10,1,0,0,0,0,2,8.33,3.51,5.26,4.39,0,3.51,7.46,6.14,0.88,9.65,8.33,6.58,0.44,3.51,5.26,8.77,4.39,0.88,3.51,6.58,641,9,0,28670.8,455,57,85,3,3,0,0,0,0,0,30,52,187,20,-4.602
34,19,2,15,0,0,0,0,0,38,72,71,71,37,1,1,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,733,16,11,9,3.8,530.196,0,273,36,14,0,0,0,0,8,5.44,5.65,8.47,6.85,2.22,2.62,4.03,10.08,2.22,5.65,5.44,4.44,1.81,5.24,4.64,6.45,4.23,3.43,4.23,7.26,496,1,5,17817.6,319,36,68,2,4,4,0,1,0,0,40,71,82,11,-4.602
12,12,2,1,1,0,0,0,0,17,29,23,23,11,6,6,0,6,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,253,4,1,3,5.2,232.067,0,70.2,16,0,0,0,0,0,13,11.82,4.19,3.2,4.93,1.48,2.71,6.16,12.07,2.46,5.91,11.82,3.94,4.19,3.2,2.96,7.88,5.67,0.49,2.46,7.64,1618,4,0,47797.5,1156,106,216,0,4,4,0,4,0,0,114,178,444,32,-4.602
14,11,0,2,1,0,0,0,0,14,28,24,24,10,4,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,669,11,2,5,-0.5,398.999,-3,201,25,3,0,0,0,0,3,5.39,2.94,4.41,4.41,0.98,4.9,9.31,6.37,1.47,9.8,5.39,7.84,3.43,4.41,2.45,6.86,5.88,1.47,3.92,6.37,407,2,0,18169.4,293,43,4,1,0,0,0,0,0,0,30,43,158,5,-4.602
14,11,0,2,1,0,0,0,0,14,28,24,24,10,4,4,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,669,11,2,5,-0.5,398.999,-3,201,25,3,0,0,0,0,3,11.82,4.19,3.2,4.93,1.48,2.71,6.16,12.07,2.46,5.91,11.82,3.94,4.19,3.2,2.96,7.88,5.67,0.49,2.46,7.64,1614,4,0,47601.8,1159,105,216,0,4,5,0,7,0,0,113,185,441,32,-4.602
3,4,2,2,0,0,1,0,1,9,12,9,9,6,3,3,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,199,3,2,0,-2,130.018,0,58.2,9,0,0,0,0,0,9,6.7,8.04,1.79,4.46,2.23,3.13,8.93,5.8,0.45,9.82,6.7,5.8,3.57,4.02,4.46,4.02,4.91,0.45,3.57,8.93,896,4,0,35721.8,658,126,69,3,8,0,0,0,0,0,69,88,264,10,-4.602
14,10,4,4,0,0,0,0,0,19,33,29,29,15,4,4,0,4,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,364,5,2,3,0.8,254.102,0,98.9,18,1,0,0,0,0,1,8.59,3.03,7.24,7.91,0.34,3.03,9.93,6.06,1.35,6.23,8.59,5.72,2.53,3.7,4.21,5.56,5.39,1.68,3.87,5.89,1169,2,0,46659.1,850,103,56,0,2,6,0,0,0,0,76,104,448,28,-4.602
14,12,0,3,1,0,0,0,0,16,30,25,25,11,5,5,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,432,4,1,3,-4.2,238.066,0,79.7,16,1,0,1,0,0,7,13.67,5.69,2.28,5.92,0.68,1.59,5.24,11.85,3.87,4.33,13.67,2.28,4.1,2.51,5.69,7.52,4.33,0.91,1.82,8.43,414,1,0,16966.6,288,27,49,0,1,1,0,2,0,0,24,46,113,11,-4.592
30,20,4,16,0,1,1,0,1,44,74,68,68,38,6,6,0,6,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1150,17,8,10,0.4,630.122,-2,326,42,11,0,0,0,0,6,5.01,2.76,6.52,5.76,0,6.77,6.52,4.76,4.26,7.77,5.01,7.02,1.75,5.51,4.01,4.76,5.51,1,5.26,4.26,378,2,0,18048.8,254,58,3,0,0,1,0,0,0,0,19,56,109,3,-4.59
17,13,5,6,0,0,0,0,0,26,43,38,38,21,5,5,0,5,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,557,8,4,4,-2.7,339.118,0,150,24,4,0,0,0,0,3,9.68,3.23,8.06,4.03,6.45,5.65,4.03,2.42,3.23,2.42,9.68,8.06,3.23,2.42,3.23,12.1,8.06,0,4.84,7.26,248,2,8,13658,155,4,64,2,2,2,0,0,0,0,23,20,33,4,-4.588
25,24,5,1,0,0,0,0,0,33,58,47,47,22,11,11,0,11,4,0,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,591,3,3,4,5.1,399.206,0,85,30,0,0,0,0,0,7,6.99,5.94,2.45,3.85,2.45,4.9,9.44,7.34,1.4,3.5,6.99,5.59,4.2,3.5,5.94,3.15,5.59,2.1,4.55,6.64,520,6,0,26000.8,335,8,68,1,4,2,1,0,0,0,21,73,147,8,-4.585
16,9,2,4,0,0,0,0,0,15,31,29,29,13,2,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,5,5,2,0.5,216.111,0,116,15,4,0,0,0,0,2,6.56,3.91,6.15,5.59,0.42,5.45,7.4,5.45,1.82,5.87,6.56,8.38,2.37,3.77,5.45,5.31,4.75,2.23,4.75,6.56,1180,2,0,49171.9,801,102,50,0,0,4,0,1,0,0,60,97,432,17,-4.585
11,15,1,3,0,0,3,0,3,24,35,28,28,17,7,7,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,7,2,4,3.9,345.038,0,58.6,23,0,0,0,0,0,4,10.17,6.43,5.6,7.88,1.04,4.15,6.22,3.94,4.15,4.36,10.17,4.36,2.28,4.98,5.81,2.7,4.77,1.87,3.53,6.02,452,4,0,22321.3,312,12,41,0,2,0,0,0,0,0,24,53,169,8,-4.585
14,16,2,0,0,0,0,0,0,22,36,29,29,15,7,7,0,7,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,356,1,1,2,3.6,304.053,0,24.4,20,2,0,0,0,0,1,4.65,3.49,2.33,2.33,1.16,8.14,8.14,4.65,4.65,4.65,4.65,8.14,4.65,3.49,3.49,6.98,3.49,0,4.65,6.98,86,1,0,6058.9,58,0,10,0,0,1,0,0,0,0,4,9,29,3,-4.585
15,5,1,4,0,1,0,0,0,10,25,24,24,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,4,2,4,-0.8,184.074,1,66.8,11,0,0,0,0,0,1,3.76,2.26,9.02,6.39,1.88,1.88,9.77,5.64,1.5,7.52,3.76,11.28,1.5,4.89,0.75,6.02,5.26,1.88,5.26,3.76,258,1,0,12337.8,192,25,18,0,0,0,0,0,0,0,12,22,101,4,-4.585
5,2,0,6,0,1,0,0,0,8,13,11,11,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,3,3,-2,155.982,0,104,9,0,0,0,0,0,1,10.89,4.67,3.89,3.11,1.56,3.11,8.56,9.34,2.72,7.39,10.89,7,3.5,2.72,3.11,5.45,5.45,1.56,1.17,8.17,256,1,0,11409.1,175,36,0,0,0,0,0,0,0,0,18,23,86,5,-4.578
2,4,0,3,0,0,6,0,6,12,14,13,13,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,9,2,1,-4.1,211.991,0,57.5,13,0,0,0,0,0,1,12.79,3.92,1.83,4.44,0.52,4.44,5.48,8.62,2.87,5.48,12.79,3.92,3.39,2.61,5.48,4.96,4.96,1.83,2.61,8.36,714,2,0,24299.1,532,60,74,0,2,4,0,0,0,0,55,74,237,14,-4.569
15,11,2,8,0,0,1,0,1,23,38,35,35,20,3,3,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,514,9,6,3,2.1,322.081,0,160,22,5,0,0,0,0,3,7.48,7.48,5.46,5.82,1.07,3.56,7.72,5.7,2.61,5.94,7.48,5.7,2.49,4.51,4.28,3.44,4.28,1.43,4.28,7.36,807,3,0,30887.5,607,59,45,1,0,2,0,0,0,0,51,98,319,16,-4.567
14,9,3,8,0,1,0,0,0,22,36,32,32,18,4,4,0,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,531,8,5,4,2.7,323.052,0,175,21,4,0,0,0,0,3,6.45,3.23,5.65,3.23,8.06,4.84,4.03,4.84,3.23,2.42,6.45,11.29,4.03,2.42,4.03,12.1,7.26,0,3.23,8.06,248,2,10,13262.1,164,4,64,2,2,2,0,0,0,0,27,23,34,4,-4.554
12,11,0,6,0,0,0,0,0,17,29,24,24,12,5,5,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,6,3,5,-0.3,240.063,0,112,17,2,0,0,0,0,2,13.49,7.14,3.57,5.95,1.98,5.16,4.76,8.73,3.57,2.78,13.49,1.59,1.59,4.76,3.57,5.16,2.78,1.98,2.78,6.75,754,4,0,30617.3,543,92,15,0,3,0,0,0,0,0,56,93,264,3,-4.553
16,10,5,13,0,3,0,0,0,33,49,42,42,26,7,7,0,7,3,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,800,17,7,8,-5.7,506.996,0,279,31,4,0,0,0,0,3,8.53,5.76,3.41,5.76,0.21,3.62,6.61,9.59,3.2,7.68,8.53,4.69,2.77,2.99,5.54,4.26,5.76,0.43,3.62,7.04,867,5,0,31151.5,623,88,84,4,4,2,0,1,0,0,85,98,225,13,-4.553
14,5,1,1,0,0,0,0,0,6,20,20,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5,1,1,2,2,104.108,1,20.2,7,0,0,0,0,0,1,6.43,1.61,4.18,7.4,0.64,3.22,6.11,8.36,3.86,5.47,6.43,10.29,2.89,4.82,2.89,5.14,6.11,0.96,4.82,6.11,542,2,0,24974.1,383,40,42,0,0,0,0,0,0,0,31,55,173,14,-4.553
21,10,3,2,0,0,0,0,0,14,35,33,33,12,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,4,3,8,-0.1,215.163,0,102,15,1,0,0,0,0,3,9.09,4.55,2.6,5.84,1.62,2.92,7.47,7.14,5.19,3.57,9.09,6.17,3.57,2.27,4.55,8.12,3.57,0,1.95,9.09,550,2,0,22415.7,392,59,50,0,4,7,1,0,0,0,67,81,109,9,-4.553
16,8,2,4,0,0,0,0,0,14,30,29,29,13,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212,5,5,2,-2.1,204.111,0,102,14,4,0,0,0,0,3,8,3.24,5.14,5.71,0.38,3.62,4.76,8.76,2.86,6.1,8,5.14,2.29,3.24,4.76,9.14,7.05,1.9,4.76,6.67,504,2,0,18737.9,340,59,25,0,0,2,0,1,0,0,33,61,126,6,-4.553
12,11,6,1,0,0,0,0,0,20,32,26,26,14,6,6,0,6,3,0,0,1,2,0,0,0,0,3,0,0,0,1,1,0,0,1,6,0,1,2,0,0,1,1,0,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,384,3,4,2,2.1,244.107,0,94.2,18,0,0,0,0,0,70,9.84,8.29,2.07,6.22,1.3,4.4,6.22,8.55,2.59,5.7,9.84,3.63,4.4,5.18,4.4,7.77,4.66,1.04,2.07,4.66,368,3,0,14339.1,261,30,28,0,0,5,0,0,0,0,21,29,133,12,-4.552
12,10,3,9,0,1,0,0,0,24,36,31,31,19,4,4,1,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,649,10,5,4,-4,349.031,0,190,23,4,0,0,0,0,3,13.1,8.73,2.78,7.54,1.19,1.59,7.94,8.73,1.19,9.13,13.1,3.57,3.97,3.57,4.37,4.37,3.17,0,1.59,6.75,430,2,0,15683,334,82,0,0,2,0,0,0,0,0,20,48,167,8,-4.538
12,10,3,9,0,1,0,0,0,24,36,31,31,19,4,4,1,5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,649,10,5,4,-4,349.031,0,190,23,4,0,0,0,0,3,13.49,8.73,2.78,7.54,1.19,1.59,7.94,8.73,1.19,9.13,13.49,3.17,3.97,3.57,4.37,4.37,3.17,0,1.59,6.75,430,2,0,15850.9,328,80,0,0,2,0,0,0,0,0,17,49,167,9,-4.538
15,10,5,10,0,2,0,0,0,29,44,38,38,23,6,6,0,6,3,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,638,14,6,6,-4.6,427.029,0,233,27,4,0,0,0,0,3,6.07,4.67,3.74,5.61,0,4.21,10.28,5.61,0.47,9.35,6.07,7.01,2.34,5.14,2.34,7.94,5.61,0.47,2.8,6.54,213,1,0,10708.4,154,4,40,1,0,0,0,0,0,0,16,31,55,6,-4.538
15,16,3,4,1,0,0,0,0,26,41,31,31,16,10,10,0,10,3,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,1,2,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,562,5,2,4,2,345.078,0,110,24,0,0,0,0,0,9,16.61,7.97,1.99,6.98,0,2.99,3.32,9.3,1.66,2.99,16.61,1,2.33,2.99,6.98,2.66,5.65,0,2.33,10.3,564,3,0,23804.2,394,50,53,0,3,2,1,1,0,0,45,66,167,6,-4.538
5,2,0,6,0,1,0,0,0,8,13,11,11,6,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,6,3,3,-2,155.982,0,104,9,0,0,0,0,0,1,5.65,3.23,6.85,5.65,1.61,4.84,7.66,5.65,2.02,7.66,5.65,8.87,0.81,5.24,1.61,7.26,5.24,0.81,2.82,8.87,246,1,0,11836.2,172,36,0,0,0,0,0,0,0,0,16,30,78,5,-4.538
12,13,1,1,0,0,2,0,2,18,30,24,24,12,6,6,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,3,1,3,3.2,236.089,1,36.9,17,0,0,0,0,0,1,8.41,5.11,1.95,4.65,3.15,3.3,3,9.91,3.3,4.95,8.41,2.85,1.65,2.7,6.46,8.11,9.46,0.9,3.45,9.16,1287,4,0,51913.2,870,151,186,3,7,13,0,0,0,0,109,111,259,18,-4.538
23,15,5,14,0,2,0,0,0,39,62,56,56,33,6,6,0,6,4,0,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,3,1,0,0,1,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,877,18,8,9,-6.1,559.072,0,292,36,8,0,0,0,0,3,6.51,3.91,2.61,5.86,2.28,3.58,6.51,5.86,3.26,5.21,6.51,8.47,1.63,6.19,6.51,6.51,4.56,0.98,2.93,7.82,299,3,0,14191.8,192,27,19,2,0,0,0,0,0,0,20,34,85,5,-4.535
