@relation decoys		
@attribute	a1	numeric
@attribute	a2	numeric
@attribute	a3	numeric
@attribute	a4	numeric
@attribute	a5	numeric
@attribute	a6	numeric
@attribute	a7	numeric
@attribute	a8	numeric
@attribute	a9	numeric
@attribute	a10	numeric
@attribute	a11	numeric
@attribute	a12	numeric
@attribute	a13	numeric
@attribute	a14	numeric
@attribute	a15	numeric
@attribute	a16	numeric
@attribute	a17	numeric
@attribute	a18	numeric
@attribute	a19	numeric
@attribute	a20	numeric
@attribute	a21	numeric
@attribute	a22	numeric
@attribute	a23	numeric
@attribute	a24	numeric
@attribute	a25	numeric
@attribute	a26	numeric
@attribute	a27	numeric
@attribute	a28	numeric
@attribute	a29	numeric
@attribute	a30	numeric
@attribute	a31	numeric
@attribute	a32	numeric
@attribute	a33	numeric
@attribute	a34	numeric
@attribute	a35	numeric
@attribute	a36	numeric
@attribute	a37	numeric
@attribute	a38	numeric
@attribute	a39	numeric
@attribute	a40	numeric
@attribute	a41	numeric
@attribute	a42	numeric
@attribute	a43	numeric
@attribute	a44	numeric
@attribute	a45	numeric
@attribute	a46	numeric
@attribute	a47	numeric
@attribute	a48	numeric
@attribute	a49	numeric
@attribute	a50	numeric
@attribute	a51	numeric
@attribute	a52	numeric
@attribute	a53	numeric
@attribute	a54	numeric
@attribute	a55	numeric
@attribute	a56	numeric
@attribute	a57	numeric
@attribute	a58	numeric
@attribute	a59	numeric
@attribute	a60	numeric
@attribute	a61	numeric
@attribute	a62	numeric
@attribute	a63	numeric
@attribute	a64	numeric
@attribute	a65	numeric
@attribute	a66	numeric
@attribute	a67	numeric
@attribute	a68	numeric
@attribute	a69	numeric
@attribute	a70	numeric
@attribute	a71	numeric
@attribute	a72	numeric
@attribute	a73	numeric
@attribute	a74	numeric
@attribute	a75	numeric
@attribute	a76	numeric
@attribute	a77	numeric
@attribute	a78	numeric
@attribute	a79	numeric
@attribute	a80	numeric
@attribute	a81	numeric
@attribute	a82	numeric
@attribute	a83	numeric
@attribute	a84	numeric
@attribute	a85	numeric
@attribute	a86	numeric
@attribute	a87	numeric
@attribute	a88	numeric
@attribute	a89	numeric
@attribute	a90	numeric
@attribute	a91	numeric
@attribute	a92	numeric
@attribute	a93	numeric
@attribute	a94	numeric
@attribute	a95	numeric
@attribute	a96	numeric
@attribute	a97	numeric
@attribute	a98	numeric
@attribute	a99	numeric
@attribute	a100	numeric
@attribute	a101	numeric
@attribute	a102	numeric
@attribute	a103	numeric
@attribute	a104	numeric
@attribute	a105	numeric
@attribute	a106	numeric
@attribute	a107	numeric
@attribute	a108	numeric
@attribute	a109	numeric
@attribute	a110	numeric
@attribute	a111	numeric
@attribute	a112	numeric
@attribute	a113	numeric
@attribute	a114	numeric
@attribute	a115	numeric
@attribute	a116	numeric
@attribute	a117	numeric
@attribute	a118	numeric
@attribute	a119	numeric
@attribute	a120	numeric
@attribute	a121	numeric
@attribute	a122	numeric
@attribute	a123	numeric
@attribute	a124	numeric
@attribute	a125	numeric

@attribute	energy	{0,1}

@data
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,29,22,24,5,0,0,0,0,0,0,0,0,33,55,43,43,21,12,12,0,12,26.030554,33.74992367,0.707402207,277.05,4,3,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,88.36,380.1875207,2.038,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,29,22,24,5,0,0,0,0,0,0,0,0,33,55,43,43,21,12,12,0,12,26.030554,33.74992367,0.707402207,277.05,4,3,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,88.36,380.1875207,2.038,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,29,22,24,5,0,0,0,0,0,0,0,0,33,55,43,43,21,12,12,0,12,26.030554,33.74992367,0.707402207,277.05,4,3,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,88.36,380.1875207,2.038,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,29,22,24,5,0,0,0,0,0,0,0,0,33,55,43,43,21,12,12,0,12,26.030554,33.74992367,0.707402207,277.05,4,3,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,88.36,380.1875207,2.038,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,26,17,19,4,0,3,0,0,0,0,0,0,29,46,36,36,19,10,10,0,10,26.084519,30.19855485,0.782140106,191.07,3,3,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,2,2,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,151.9,397.0615345,2.747,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,29,20,24,3,2,0,0,0,0,0,0,0,32,52,39,39,19,13,13,0,13,24.07814,33.12176694,0.712695344,212.05,4,3,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,89.94,382.1555519,2.089,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,28,26,24,3,1,0,0,0,0,0,0,0,31,57,47,47,21,10,10,0,10,28.721382,34.03245125,0.682175848,205.04,3,3,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,80.71,372.2075875,3.895,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,32,32,29,3,0,0,0,0,0,0,0,0,37,69,59,59,27,10,10,0,10,34.982624,39.94313556,0.683639371,377.03,2,2,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,8,0,0,5,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,63.97,422.259623,5.077,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,32,32,29,3,0,0,0,0,0,0,0,0,37,69,59,59,27,10,10,0,10,34.982624,39.94313556,0.683639371,377.03,2,2,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,8,0,0,5,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,63.97,422.259623,5.077,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,32,32,29,3,0,0,0,0,0,0,0,0,37,69,59,59,27,10,10,0,10,34.982624,39.94313556,0.683639371,377.03,2,2,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,8,0,0,5,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,63.97,422.259623,5.077,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,32,32,29,3,0,0,0,0,0,0,0,0,37,69,59,59,27,10,10,0,10,34.982624,39.94313556,0.683639371,377.03,2,2,1,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,8,0,0,5,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,63.97,422.259623,5.077,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,28,19,17,5,4,1,0,0,1,0,0,1,30,49,40,40,21,9,9,0,9,31.562933,31.07428903,0.698777768,144.11,9,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,171.44,424.0846278,-3.137,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,22,15,16,4,2,0,0,0,0,0,0,0,24,39,30,30,15,9,9,0,9,21.550105,24.525161,0.691469413,114.06,5,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,94.79,295.1195007,-0.237,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,32,28,21,5,5,1,0,0,0,0,0,0,33,61,50,50,22,11,11,0,11,39.661796,37.13645736,0.660181677,97.11,9,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,184.59,462.181115,-1.791,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,31,19,20,5,4,1,0,0,1,0,0,1,33,52,40,40,21,12,12,0,12,32.882933,34.07428903,0.716851102,159.11,9,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,7,162.65,460.0846278,-2.703,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,27,17,20,5,1,0,0,0,1,0,0,1,30,47,36,36,19,11,11,0,11,19.004519,30.20100916,0.724244434,198.07,5,5,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,122.25,378.1121628,1.198,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,27,16,20,5,1,0,0,0,1,0,0,1,30,46,35,35,19,11,11,0,11,18.869312,29.93009526,0.73180181,198.07,5,4,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,125.08,377.1043378,1.198,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,34,29,29,4,1,0,0,0,0,0,0,0,38,67,54,54,25,13,13,0,13,33.981003,40.60315652,0.693555717,322.05,4,3,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,7,0,0,5,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,83.95,449.2341365,1.944,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,34,30,29,4,1,0,0,0,0,0,0,0,38,68,55,55,25,13,13,0,13,34.41421,40.87407043,0.688957616,322.05,3,4,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,7,0,0,5,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,85.15,450.2419616,1.785,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,27,17,20,5,1,0,0,0,1,0,0,1,30,47,36,36,19,11,11,0,11,19.004519,30.20100916,0.724244434,198.07,5,5,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,122.25,378.1121628,1.198,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,33,29,25,5,3,0,0,0,0,0,0,0,36,65,54,54,25,11,11,0,11,37.515003,38.7907183,0.666341482,240.08,5,3,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,8,132.81,447.2270398,0.912,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,33,29,25,5,3,0,0,0,0,0,0,0,36,65,54,54,25,11,11,0,11,37.515003,38.7907183,0.666341482,240.08,5,3,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,8,132.81,447.2270398,0.912,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,33,29,25,5,3,0,0,0,0,0,0,0,36,65,54,54,25,11,11,0,11,37.515003,38.7907183,0.666341482,240.08,5,3,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,8,132.81,447.2270398,0.912,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,33,29,25,5,3,0,0,0,0,0,0,0,36,65,54,54,25,11,11,0,11,37.515003,38.7907183,0.666341482,240.08,5,3,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,1,3,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,8,132.81,447.2270398,0.912,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,33,20,24,7,1,0,0,0,0,1,0,1,37,57,44,44,24,13,13,0,13,23.81414,36.72757134,0.734017173,313.09,7,4,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,2,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,6,120.95,501.0912704,2.017,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,32,17,23,7,1,0,0,0,0,1,0,1,36,53,40,40,23,13,13,0,13,21.492519,34.91482964,0.749083234,304.09,7,3,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,2,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,5,123.78,486.0677953,2.168,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,33,19,24,7,1,0,0,0,0,1,0,1,37,56,43,43,24,13,13,0,13,23.678933,36.45665744,0.74045448,313.09,7,3,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,2,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,6,123.78,500.0834453,2.017,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,32,18,23,7,1,0,0,0,0,1,0,1,36,54,41,41,23,13,13,0,13,21.627726,35.18574354,0.742087114,304.09,7,4,0,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,2,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,5,120.95,487.0756203,2.168,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,29,28,26,3,0,0,0,0,0,0,0,0,33,61,51,51,23,10,10,0,10,30.609796,35.85947995,0.686944049,277.03,2,2,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,7,0,0,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,63.97,382.2283229,3.71,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,29,28,26,3,0,0,0,0,0,0,0,0,33,61,51,51,23,10,10,0,10,30.609796,35.85947995,0.686944049,277.03,2,2,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,7,0,0,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,63.97,382.2283229,3.71,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,29,28,26,3,0,0,0,0,0,0,0,0,33,61,51,51,23,10,10,0,10,30.609796,35.85947995,0.686944049,277.03,2,2,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,7,0,0,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,63.97,382.2283229,3.71,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,29,28,26,3,0,0,0,0,0,0,0,0,33,61,51,51,23,10,10,0,10,30.609796,35.85947995,0.686944049,277.03,2,2,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,7,0,0,4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,63.97,382.2283229,3.71,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,25,18,21,3,1,0,0,0,0,0,0,0,28,46,35,35,17,11,11,0,11,19.017726,28.86514004,0.712634368,184.04,3,4,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,83.87,328.1449872,2.619,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,21,14,15,3,0,3,0,0,0,0,0,0,23,37,29,29,15,8,8,0,8,22.144898,24.62784958,0.793586005,109.06,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,139.87,332.0349854,2.192,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,20,19,16,2,2,0,0,0,0,0,0,0,22,41,35,35,16,6,6,0,6,23.282933,24.09288948,0.663182358,104.04,3,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,70.07,271.1446528,0.602,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,20,19,16,2,2,0,0,0,0,0,0,0,22,41,35,35,16,6,6,0,6,23.282933,24.09288948,0.663182358,104.04,3,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,70.07,271.1446528,0.602,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,23,15,18,2,2,1,0,0,0,0,0,0,26,41,32,32,17,9,9,0,9,21.190105,26.19628862,0.736934998,170.05,3,2,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,6,0,2,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,3,95.37,323.0854237,2.04,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,35,20,26,2,5,0,0,2,0,0,0,2,38,58,45,45,25,13,13,0,13,30.01814,37.80130999,0.697657703,254.09,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,118.82,478.1340282,2.587,1
4.08,5.31,2.86,4.49,4.49,4.49,4.9,8.57,3.67,6.53,4.08,5.31,2.45,2.86,4.9,8.16,7.76,2.04,4.9,4.9,245,1,5,11457.2,153,2,85,1,3,5,0,0,0,0,17,31,9,1,0,0,33,31,21,6,6,0,0,0,0,0,0,0,35,66,59,59,28,7,7,0,7,42.639417,38.23490698,0.628298868,169.12,11,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,183.05,463.2305077,0.148,1
